product_name,Price,Description,Category,StockQuantity,Brand,Rating,Warehouse
Sunglasses,5045.01,Third because foot toward program.,Accessories,39.0,Coach,4.5,Egypt
Wallets,2367.9,Send small reflect.,Accessories,73.0,Hermes,1.9,Italy
Helmet,4169.58,Go short the I guy level expect.,Accessories,21.0,Cartier,3.9,Egypt
Hat,5742.12,Ability send spend year everyone.,Accessories,35.0,Louis Vuitton,3.9,Kuwait
Glove,2902.79,Discuss go require something mother total.,Accessories,10.0,Michael Kors,1.9,Argentina
Luggage,1686.47,Fall reflect our interesting remain.,Accessories,57.0,Michael Kors,1.4,United Kingdom
Necklaces and Pendants,2049.02,Mention allow itself occur receive.,Accessories,46.0,Cartier,4.8,Denmark
Brooches and Pins,668.01,Fight follow heart law participant.,Accessories,91.0,Michael Kors,4.5,Hungary
Necktie,1563.22,Hard small heart civil.,Accessories,19.0,Ray-Ban,1.3,Spain
Bangles and Bracelets,7671.1,Meeting more structure enough plant ever southern five.,Accessories,93.0,Balenciaga,2.1,South Korea
Perfume,6788.85,Forward whatever story right already.,Accessories,27.0,Bvlgari,4.6,Ireland
Wallets,1571.68,Store rest know share class effect other skin.,Accessories,36.0,Coach,1.7,Brazil
Sunglasses,9279.66,Increase how chance people not.,Accessories,65.0,Fossil,2.8,Czech Republic
Watch,9721.6,Series to interesting series.,Accessories,4.0,Gucci,2.1,Poland
Anklets,672.07,Mention ever rest soldier.,Accessories,26.0,Coach,3.8,United States
Earring,9739.16,However through in trial hand.,Accessories,27.0,Cartier,1.4,Ukraine
Sash,7643.95,Rise that deal sea.,Accessories,86.0,Cartier,3.6,Israel
Belt,5809.46,Scene do to Democrat middle visit.,Accessories,80.0,Hermes,4.2,Czech Republic
Hair Accessories,547.67,Religious black also run west we increase.,Accessories,64.0,Coach,2.4,Philippines
Hat,8259.29,Parent reason of arrive power politics prepare.,Accessories,82.0,Fossil,2.6,Greece
Handbag,8732.13,Visit trouble off sport.,Accessories,70.0,Kate Spade,4.3,South Africa
Anklets,6703.2,Production ever standard lead personal could six forget.,Accessories,90.0,Balenciaga,3.5,Romania
Perfume,1641.03,Trip travel season box back animal.,Accessories,61.0,Versace,3.2,Belgium
Necklaces and Pendants,9773.67,Air third bit blue.,Accessories,51.0,Bvlgari,4.6,Ukraine
Sash,8026.87,Bar color choose life thing.,Accessories,62.0,Hermes,1.7,Peru
Watch,9781.27,Sign room their speech rich.,Accessories,43.0,Prada,1.3,Peru
Handkerchiefs and Pocket Squares,8559.26,Father until state generation water cultural event.,Accessories,7.0,Prada,4.1,Austria
Watch,6410.27,Detail call dream nation threat available.,Accessories,76.0,Swarovski,4.0,Poland
Wallets,9476.58,Number day ok me environmental home.,Accessories,25.0,Cartier,3.1,Peru
Necklaces and Pendants,1541.7,Itself find human image foot free.,Accessories,28.0,Dior,3.1,Canada
Umbrella,4110.26,Even south view wish few girl poor order.,Accessories,85.0,Dior,4.4,New Zealand
Perfume,2211.69,Trade make get about.,Accessories,72.0,Burberry,2.5,Denmark
Cuff Links and Studs,572.16,Man experience instead picture field eat loss.,Accessories,28.0,Fendi,2.7,Kuwait
Sash,7289.72,Scene lawyer accept material.,Accessories,2.0,Ray-Ban,4.0,United States
Bangles and Bracelets,2291.44,Body return include.,Accessories,16.0,Hermes,1.9,Philippines
Glasses,6801.93,How need attorney seven who city might.,Accessories,75.0,Kate Spade,4.7,New Zealand
Cuff Links and Studs,3629.03,Hand history approach big.,Accessories,29.0,Kate Spade,4.4,Turkey
Bangles and Bracelets,9823.07,Check data product suffer machine involve.,Accessories,57.0,Michael Kors,1.6,Germany
Earring,5731.31,Paper someone read get door term clearly put.,Accessories,92.0,Kate Spade,1.7,Turkey
Perfume,730.5,Card contain huge market land rate attack.,Accessories,35.0,Fossil,3.3,Philippines
Sunglasses,1274.65,Data fund almost management.,Accessories,38.0,Balenciaga,4.7,Argentina
Cuff Links and Studs,7390.93,Left environment final.,Accessories,26.0,Cartier,4.1,Norway
Anklets,8769.53,Decision modern enough which.,Accessories,14.0,Fendi,4.5,Argentina
Hat,9264.79,Which point light follow.,Accessories,19.0,Cartier,3.0,Philippines
Wallets,9611.75,Drug maintain and law mention vote age throw.,Accessories,27.0,Burberry,3.1,Ireland
Anklets,7748.66,Expert they matter successful rule stuff.,Accessories,24.0,Bvlgari,4.5,Belgium
Belt,318.11,Human she political your industry item.,Accessories,57.0,Tory Burch,4.8,Sweden
Anklets,1227.12,Front you participant certainly free.,Accessories,28.0,Gucci,3.0,Argentina
Brooches and Pins,1699.12,Forward up up drive.,Accessories,61.0,Louis Vuitton,2.0,Turkey
Brooches and Pins,1470.24,Group measure capital data there.,Accessories,68.0,Oakley,2.0,Japan
Cuff Links and Studs,3285.78,Network range security check save series.,Accessories,92.0,Swarovski,2.5,Australia
Earring,6270.35,Herself goal five amount price child.,Accessories,66.0,Fossil,4.6,South Korea
Handkerchiefs and Pocket Squares,2533.18,Drug present within teach production piece.,Accessories,50.0,Swarovski,3.1,Romania
Wallets,3682.49,That hope say old data commercial nature.,Accessories,89.0,Coach,2.5,Philippines
Watch,9019.74,Page fill happy guy college which exist.,Accessories,72.0,Balenciaga,1.4,Netherlands
Hair Accessories,6863.49,Past order particularly.,Accessories,52.0,Dior,4.1,Brazil
Umbrella,460.75,At already recently public daughter phone sound three.,Accessories,28.0,Versace,1.7,France
Necktie,3790.12,Evening change meeting although food sort.,Accessories,24.0,Oakley,5.0,United Kingdom
Ring,9158.58,Ground what own tell.,Accessories,12.0,Balenciaga,3.8,Canada
Hat,4289.33,Clearly friend something information little responsibility well.,Accessories,43.0,Oakley,1.6,Turkey
Helmet,5360.4,Them study protect around line meet.,Accessories,80.0,Gucci,1.8,South Korea
Sash,1883.66,Meet cold music learn.,Accessories,94.0,Balenciaga,1.8,Indonesia
Glove,8861.54,Crime stock organization least brother.,Accessories,53.0,Versace,1.9,Sweden
Cuff Links and Studs,9441.25,Allow national want writer trouble quality official many.,Accessories,75.0,Coach,2.7,Denmark
Wallets,2078.48,Decide foot community whose identify war great.,Accessories,16.0,Balenciaga,4.2,Finland
Umbrella,4312.4,Develop community former its stand meeting.,Accessories,66.0,Hermes,4.1,Philippines
Umbrella,6546.03,Fact hair east bank attack.,Accessories,12.0,Kate Spade,2.6,Turkey
Perfume,2179.64,Cold still deep true effort.,Accessories,12.0,Michael Kors,1.6,Portugal
Umbrella,131.49,Card national daughter hit event miss.,Accessories,22.0,Swarovski,1.8,Greece
Bangles and Bracelets,2657.64,Near happy know else American four.,Accessories,99.0,Kate Spade,1.6,Canada
Perfume,9754.15,Human keep only itself produce then.,Accessories,14.0,Dior,4.7,Turkey
Bangles and Bracelets,5150.72,Avoid town offer officer guy hour.,Accessories,7.0,Swarovski,4.2,Hungary
Hat,1457.57,Rise investment store.,Accessories,73.0,Hermes,4.3,Mexico
Belt,8547.29,Those across tend hot pull.,Accessories,82.0,Fendi,4.3,Spain
Anklets,2558.97,Off since stage soldier assume.,Accessories,53.0,Prada,1.3,South Africa
Umbrella,7123.47,Same I good team.,Accessories,32.0,Oakley,3.3,Finland
Hat,406.05,Describe these population yard hundred job part.,Accessories,19.0,Fendi,3.5,Mexico
Necklaces and Pendants,2701.07,Administration behavior point modern.,Accessories,59.0,Chanel,2.3,Norway
Earring,5677.66,Arrive memory particular add officer.,Accessories,100.0,Chanel,1.9,Poland
Ring,3966.88,Series road somebody sea education similar.,Accessories,8.0,Balenciaga,2.5,Colombia
Watch,9542.52,Field marriage sure report out glass couple policy.,Accessories,20.0,Cartier,1.7,New Zealand
Bangles and Bracelets,386.84,Treatment assume make effort word.,Accessories,78.0,Balenciaga,1.9,Malaysia
Helmet,5459.93,Under strategy left politics.,Accessories,24.0,Chanel,1.0,Colombia
Handbag,1605.94,Budget subject wide large employee.,Accessories,27.0,Fossil,1.9,Czech Republic
Hair Accessories,9614.52,Reason yeah cup majority six people cultural.,Accessories,62.0,Coach,2.4,Turkey
Necktie,4127.4,Senior create western under business.,Accessories,16.0,Burberry,4.4,China
Brooches and Pins,7352.36,Forget join five boy sister home.,Accessories,23.0,Prada,1.9,Austria
Hat,967.32,Quickly mission outside reveal.,Accessories,76.0,Oakley,5.0,Poland
Belt,7670.58,Discuss little modern bag part myself chair.,Accessories,34.0,Versace,3.9,Kuwait
Hair Accessories,221.86,On since that including.,Accessories,26.0,Balenciaga,2.5,Hungary
Hat,6673.81,Almost alone network hear.,Accessories,89.0,Versace,2.0,United Kingdom
Umbrella,6572.18,Tough range himself decision whose.,Accessories,7.0,Ray-Ban,2.5,Peru
Wallets,555.14,Soon provide team coach.,Accessories,100.0,Louis Vuitton,1.4,Austria
Ring,718.27,Everything without get discuss.,Accessories,44.0,Versace,2.2,South Korea
Handbag,2640.45,Attention newspaper force alone avoid.,Accessories,14.0,Dior,3.4,France
Hat,1549.17,Improve issue certainly ready scene laugh tree take.,Accessories,24.0,Louis Vuitton,2.5,Malaysia
Necklaces and Pendants,2859.59,Court first yes tree expect.,Accessories,45.0,Coach,3.1,Belgium
Umbrella,8751.02,Current high especially safe.,Accessories,44.0,Tory Burch,1.8,Thailand
Earring,9129.91,Interesting local everything prepare.,Accessories,75.0,Gucci,1.3,Russia
Wallets,5212.95,May stage growth better.,Accessories,34.0,Balenciaga,4.8,Canada
Anklets,4105.59,American its long drug glass two back.,Accessories,35.0,Tory Burch,1.5,Austria
Bangles and Bracelets,3571.24,Floor live why well.,Accessories,21.0,Hermes,2.4,Italy
Bangles and Bracelets,1633.68,Memory buy simply pattern method culture.,Accessories,34.0,Versace,3.0,India
Sash,3495.46,Ago baby recent any investment camera new.,Accessories,80.0,Fossil,4.9,Belgium
Wallets,3011.18,Oil during design yes.,Accessories,36.0,Tory Burch,2.4,India
Necklaces and Pendants,7838.33,Inside street long.,Accessories,96.0,Kate Spade,1.5,Spain
Hat,9788.65,I long customer thousand include.,Accessories,65.0,Coach,2.8,Hungary
Hair Accessories,3161.42,Write quickly vote prevent laugh.,Accessories,97.0,Cartier,3.6,Ukraine
Earring,2048.65,Eat focus relate perhaps.,Accessories,57.0,Louis Vuitton,3.1,Thailand
Bangles and Bracelets,6209.31,Support system officer nice region couple.,Accessories,20.0,Bvlgari,1.0,France
Sunglasses,890.27,Wish case performance.,Accessories,72.0,Fossil,4.3,Egypt
Handkerchiefs and Pocket Squares,6380.38,Old point half change.,Accessories,60.0,Fossil,1.5,Austria
Perfume,9895.55,Million and least employee resource management message large.,Accessories,27.0,Bvlgari,4.0,South Africa
Bangles and Bracelets,6430.38,Itself child end fish always indeed.,Accessories,98.0,Louis Vuitton,1.1,Romania
Hat,2683.58,With make yard produce entire financial religious letter.,Accessories,100.0,Oakley,1.3,Israel
Helmet,6797.11,Money system food hour could maybe job.,Accessories,94.0,Oakley,3.9,Switzerland
Necklaces and Pendants,3289.48,If stuff tax bring.,Accessories,89.0,Dior,1.8,France
Earring,4230.89,Save reveal decision into song.,Accessories,67.0,Chanel,2.9,Russia
Umbrella,1650.27,Middle deal fly note term bar character.,Accessories,61.0,Balenciaga,2.9,Japan
Sash,1698.33,Base force involve boy common blood fall.,Accessories,15.0,Prada,1.0,Netherlands
Watch,2813.62,Method million worker else receive.,Accessories,38.0,Fossil,4.8,Netherlands
Wallets,828.52,Where issue let education million memory clearly.,Accessories,21.0,Kate Spade,4.0,Saudi Arabia
Bangles and Bracelets,9769.99,Response white yourself happen political including.,Accessories,36.0,Tory Burch,4.2,Hungary
Hat,9346.55,Arm contain field structure leader design news agree.,Accessories,24.0,Hermes,4.8,Colombia
Hat,3189.25,West smile agreement appear president.,Accessories,89.0,Gucci,1.5,Netherlands
Handbag,9687.75,Crime eye day though guess change.,Accessories,77.0,Cartier,3.9,Brazil
Glasses,3062.82,World open past gun body challenge site.,Accessories,77.0,Dior,1.6,Australia
Ring,5010.38,But billion measure yeah.,Accessories,45.0,Cartier,2.0,Brazil
Bangles and Bracelets,7793.52,Economy generation significant that.,Accessories,87.0,Ray-Ban,3.4,Denmark
Brooches and Pins,1953.29,Letter travel director case station article occur process.,Accessories,46.0,Chanel,1.2,Switzerland
Sunglasses,6544.38,Need show personal decision ago kitchen performance.,Accessories,73.0,Swarovski,3.3,Russia
Helmet,6003.5,Discuss too social rather operation manage seven.,Accessories,73.0,Kate Spade,2.9,Turkey
Hat,9481.61,Possible better some policy firm.,Accessories,5.0,Swarovski,4.8,Argentina
Hat,2583.51,Cultural store pass break.,Accessories,52.0,Bvlgari,1.5,Australia
Earring,2507.77,Star recognize knowledge trial matter.,Accessories,90.0,Cartier,3.1,Spain
Glove,1003.51,Light maintain however too space.,Accessories,28.0,Balenciaga,4.2,Qatar
Perfume,2112.59,Care choose vote top until.,Accessories,1.0,Tory Burch,1.8,Sweden
Perfume,2643.55,Between include building person although none but.,Accessories,51.0,Swarovski,4.6,Portugal
Glove,6002.05,Full board operation population check.,Accessories,34.0,Tory Burch,3.8,Saudi Arabia
Glove,8793.18,Involve reality wait site leave any be.,Accessories,84.0,Fossil,3.7,South Korea
Hat,4251.52,Help behind great.,Accessories,25.0,Chanel,1.7,Brazil
Glasses,1919.15,Catch reach tough officer after laugh run.,Accessories,1.0,Kate Spade,3.8,Saudi Arabia
Hair Accessories,8696.08,Girl dark wide condition exactly action environment.,Accessories,85.0,Louis Vuitton,1.8,New Zealand
Sash,4452.26,Service popular control operation discussion I course town.,Accessories,32.0,Cartier,2.7,Czech Republic
Earring,3669.09,Cause perform dark soon page street economic allow.,Accessories,99.0,Coach,3.3,Turkey
Hat,4411.03,Respond glass outside meet third move need.,Accessories,92.0,Burberry,1.2,Vietnam
Earring,6537.11,Right story account not however.,Accessories,23.0,Ray-Ban,2.8,Romania
Necklaces and Pendants,1293.33,Generation while authority real.,Accessories,35.0,Michael Kors,1.7,Denmark
Necklaces and Pendants,2436.59,Than ago worker effort.,Accessories,25.0,Chanel,3.6,Germany
Brooches and Pins,9914.12,Call executive future song baby base.,Accessories,53.0,Versace,4.3,Argentina
Necklaces and Pendants,5978.29,Clear join quite way soon.,Accessories,22.0,Fendi,2.1,Denmark
Hair Accessories,9851.53,Project fear glass score total.,Accessories,36.0,Prada,2.7,Saudi Arabia
Hair Accessories,5750.6,Mean among degree big.,Accessories,94.0,Oakley,4.5,Greece
Earring,2806.72,Authority share source.,Accessories,99.0,Michael Kors,1.9,Australia
Cuff Links and Studs,2371.47,Practice help career science.,Accessories,35.0,Bvlgari,1.3,France
Bangles and Bracelets,1625.31,Receive along recognize.,Accessories,63.0,Balenciaga,1.1,Argentina
Cuff Links and Studs,1848.51,Rather about require.,Accessories,77.0,Versace,1.0,Singapore
Handkerchiefs and Pocket Squares,9053.56,Now have grow.,Accessories,94.0,Prada,1.7,Switzerland
Helmet,167.04,Race data service attack especially thus bar.,Accessories,60.0,Bvlgari,1.4,China
Perfume,5858.73,Hope stand debate sure.,Accessories,87.0,Tory Burch,2.8,South Africa
Handbag,4864.81,Away eye employee on of able.,Accessories,77.0,Prada,2.7,South Korea
Umbrella,9723.26,Bill war behind tough impact always.,Accessories,40.0,Fendi,2.9,Saudi Arabia
Luggage,8647.22,Red force policy want.,Accessories,15.0,Cartier,3.9,Thailand
Sunglasses,7048.52,Big beyond both spring so staff yourself.,Accessories,32.0,Louis Vuitton,3.1,Netherlands
Glasses,547.78,Other speech worry politics.,Accessories,39.0,Cartier,2.6,Singapore
Handbag,7806.09,However serious just store.,Accessories,44.0,Swarovski,1.4,Indonesia
Cuff Links and Studs,3219.82,Design indicate simply cost.,Accessories,61.0,Michael Kors,3.9,Russia
Hat,6119.71,Concern treatment still site.,Accessories,65.0,Versace,2.3,China
Perfume,3814.56,One forward after age network laugh.,Accessories,26.0,Burberry,2.4,Canada
Necktie,5992.88,Relationship beautiful democratic challenge.,Accessories,94.0,Tory Burch,1.2,Poland
Helmet,3761.65,Expect many or level maybe.,Accessories,85.0,Swarovski,2.7,Norway
Glasses,9408.14,Community action position would hotel.,Accessories,59.0,Dior,4.5,Ireland
Sunglasses,332.77,Give fact school when leader.,Accessories,61.0,Bvlgari,3.5,Indonesia
Handbag,9048.66,Few school no whose.,Accessories,65.0,Bvlgari,4.8,United States
Hair Accessories,3016.7,Resource write spring environmental add career.,Accessories,70.0,Coach,2.8,Turkey
Sash,6308.34,Explain society strong deep hard what whose.,Accessories,96.0,Cartier,5.0,Spain
Helmet,9512.21,Technology see particularly.,Accessories,21.0,Balenciaga,1.2,Canada
Anklets,7144.62,Bad rise team take open.,Accessories,70.0,Hermes,3.3,Norway
Watch,8852.54,Value us account read international bag success continue.,Accessories,44.0,Burberry,4.8,South Korea
Handbag,4746.37,Continue eye particular mother range last suggest.,Accessories,82.0,Gucci,4.9,Indonesia
Luggage,9448.6,Whether seek go miss well back.,Accessories,97.0,Cartier,2.3,Thailand
